name,price,location,sold,link,date,terjual
"Laptop Asus Vivobook A416JA EK501TS i5-1035G1/4GB/1TB/W10+OHS/14""/FHD - Silver, Non Bundling",8.481.000,Jakarta Pusat,1,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6A1do_yhHsKDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUst7bm-7q3OBUsthosJho_1O6_Jabm-srcHi6syFHmFiy3zwrfo5rM1i6sjfoidOHsHdbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1O_oAzvzVjp_Oz-HJN1Z_zo8jVd_7zSH7B2PfBgHO-N3Ao6QVByZM2xe7jfZ32oP1NJypzoqBBR_7zgo1N13_Voqj1p_9B-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z_uoQ1OR_7PcQJO2HIxguOjO_VzzHV21e9zguV-k_MjhqBB9Z9BgqMod3jz3qVB9_3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSooH_xE_OzS83gU8IooQ9xfgAod6c-JzSoiHfedgjx6Hc-_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_o68_eF_BzuH7NEypu68MPN_jzzoJB2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OkyRPHqBVE_uz0HJY119PoqMDF_OzgH7BXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-5uuuZ1pz71jxMQ3hEPOuj8SCdZOYu3VYvP3upHRgdqcWFoVxkHIC-usVbgfzBe1Ye6u21H1rOeRg0g1-E1AuXr9zw8JYoP1oy39-7_sBb_p-FZu1FZVzaguBA3cYaH71Rq3-p3Iuf_M-o6cPyrVuZPBgW61P0HVoZe7Pcr74fomUDUMVDgaUEUMVDPVY0g9BRQR-j9R-BgiUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUsthH_yDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstaosJNHZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-Dy9C7QRniwe?src=search&keywords=dell+inspiron&management_type=1&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fstudiolaptop%2Flaptop-asus-vivobook-a416ja-ek501ts-i5-1035g1-4gb-1tb-w10-ohs-14-fhd-silver-non-bundling%3Fsrc%3Dtopads&is_search=1&t=desktop&page=5&ob=23,25-01-2021,1
Laptop Lenovo Thinkpad X240 i5-4300U + SSD Termurah - 4 gb,3.325.000,Jakarta Pusat,33,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEopjFHAnFHsjDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstObm-7q3OBUsthosJho_1O6_Jabm-srcHi6seOHmFiy3zwrfo5rM1i6sjfoZdRH_ndbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-81YAoAV68j1F_32SH1NEz_CoqMrh_SB-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z_uoQ1OR_7PcQJO2HIxguOjO_VzzHV21e9zguV-k_MjhqBB9Z9BgqMod3jz3qVB9_3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSooH_xE_OzS83gU8IooQ9xfgAod6c-JzSoiHfedgjx6Hc-_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_z61pep_jzso1Y11_o6qB1F_uzSHjNAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkZ_ooepzN_1zzH1OJgpC6qMWR_OzCo1NNZsjibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-5uuuZ1pz71jxMQ3hEPOuj8SCdZOYu3VYvP3upHRgdqcWFoVxkHIC-usVbgfzBe1Ye6u21H1rOeRg0g1-E1AuXr9zw8JYoP1oy39-7_sBb_p-FZu1FZVzaguBA3cYaH71Rq3-p3Iuf_M-o6cPyrVuZPBgW61P0HVoZe7Pcr74fomUDUMVDgaUEUMVDPVY0g9BRQR-j9R-BgiUDUMNOQ3-BrBY5gBYxgIHi6sUFbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUsthH_yDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsth6AUNHZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-Dy9C7QRniwe?src=search&dv=desktop&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flaptopneed%2Flaptop-lenovo-thinkpad-x240-i5-4300u-ssd-termurah-4-gb%3Fsrc%3Dtopads&is_search=1&keywords=dell+inspiron&page=5&t=desktop&ob=23,25-01-2021,1
DELL Inspiron 5583 Intel Core i5-8265U 8GB 256GB SSD VGA DVDRW W10HSL,10.250.000,Jakarta Pusat,1,https://www.tokopedia.com/intechnusasolusi/dell-inspiron-5583-intel-core-i5-8265u-8gb-256gb-ssd-vga-dvdrw-w10hsl?whid=0,25-01-2021,1
DELL INSPIRON 15-5565/AMD A12-9700P/RAM 8GB/HDD 1TB/VGA RADEON R7,5.800.000,Bandung,1,https://www.tokopedia.com/malikfebri/dell-inspiron-15-5565-amd-a12-9700p-ram-8gb-hdd-1tb-vga-radeon-r7?whid=0,25-01-2021,1
DELL INSPIRON 15 - I7 7700HQ/ 8GB/ 128GB SSD + 500GB/ GTX1050TI 4GB,15.488.000,Jakarta Pusat,1,https://www.tokopedia.com/shopatbeatrice/dell-inspiron-15-i7-7700hq-8gb-128gb-ssd-500gb-gtx1050ti-4gb?whid=0,25-01-2021,1
Dell inspiron 5480,9.750.000,Kab. Bojonegoro,2,https://www.tokopedia.com/apins/dell-inspiron-5480?whid=0,25-01-2021,1
Dell Inspiron 3467 I3-7020 RAM 4 SSD 120 HDD 500,4.800.000,Bandar Lampung,1,https://www.tokopedia.com/slaratech/dell-inspiron-3467-i3-7020-ram-4-ssd-120-hdd-500?whid=0,25-01-2021,1
DELL INSPIRON 14 3493-1035G7-4GB-128GB-WIN10 BLACK-41633-Amb2,7.475.000,Jakarta Selatan,3,https://www.tokopedia.com/betterofchoice/dell-inspiron-14-3493-1035g7-4gb-128gb-win10-black-41633-amb2?whid=0,25-01-2021,1
Laptop Lenovo Thinkpad T420 i5 14inch RAM 16GB SSD 256GB MURAH GARANSI,5.499.500,Jakarta Selatan,5,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6Ajh6_UR6AHDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthbm-7q3OBUsthosJho_1O6_J7bm-srcHi6seFHmFiy3zwrfo5rM1i6sjOHZdRo_Hhbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-HJhk__C68MPN_M2CoJNkqpV6qBuN_uzuq1hAZS-q3cFpysoGqOKp_M2iH72DZ325q1OAZ9o-Q_ufyMO6QJBkQfBquV1p_uz08jY1yRzqQ11a3jHFHVB1qcOHucxW3jz-PJO1qcx6Qug2_uzZq7O11_u-q9P2ysoGrVtaQIuyHB-Dy7yNrV2AZ_g-qjV2_JoGPMoWQcNxupuMy7xGPB2UuM2jzsBF3jo-ojBke3BHe72fyfODQMV9o3gsHMxfy7yNrV2AZ_g-qjV2_JoG8cz9uSBBusjF3uPj8jBkQfBizJNM_920oJOX8AxizJ2pysoj6cgIPRxizpjpgjxd8MzIHcBHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9B6ucPO_OzzH1N1_9x6zJj7_92S8JNAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkZ_-6q_zN_Oz08JNJZ9xozcD7_M2C81NNZsjibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-5uuuZ1pz71jxMQ3hEPOuj8SCdZOYu3VYvP3upHRgdqcWFoVxkHIC-usVbgfzBe1Ye6u21H1rOeRg0g1-E1AuXr9zw8JYoP1oy39-7_sBb_p-FZu1FZVzaguBA3cYaH71Rq3-p3Iuf_M-o6cPyrVuZPBgW61P0HVoZe7Pcr74fomUDUMVDgaUEUMVDPVY0g9BRQR-j9R-BgiUDUMNOQ3-BrBY5gBYxgIHi6sJhbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUsthH_nDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsth6AUNHZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-Dy9C7QRniwe?t=desktop&keywords=dell+inspiron&page=6&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Flaptopbekassecondmurah%2Flaptop-lenovo-thinkpad-t420-i5-14inch-ram-16gb-ssd-256gb-murah-garansi%3Fsrc%3Dtopads&src=search&management_type=1&dv=desktop&is_search=1,25-01-2021,1
"Laptop Dell Latitude e7250 core i5 Gen 5-Ram 8Gb-SSD 256Gb-12,5inch",5.450.000,Jakarta Pusat,11,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEoAjOoAnhopnDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstpbm-7q3OBUsthosJho_1O6_J7bm-srcHi6seFHmFiy3zwrfo5rM1i6sjOHmdOH_JNbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu1h_S2Vo1OEqpoHuO2t_MOzPJNIz_zqq_n73MOz81h1z_zguV2D332VHV2Jz_Cv17BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PE3I2oo1YJZsxMzRPNyjrNHfgU8IoouRxfgAod6cHp1Sz-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoqBBR_c2z8JYJ19BoqMoE_1zsoJNJ__--q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqBjh_c20H1O1gpC6qMoN_Ozg81NEz_--QsnYUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiQOuu1BH7PV-UgMOD8SPugI2F8JWwuuxw_RuBrpof8cx0rAzyqsCFZuyhZfPjg1Vv1ABquAVIo1ofqfum8BnOQSV79Rxv_9uA3VBaPJdNZ74arJBuHJx1rMugeOx5rsoVofBirOxOPjNi__xS3ICu1Sg3Q_BIqpC_1joIzSovoseibm-xQcri6i-xQIzwqfuNPfYagVYag3yibm-XP3Oig9-wQfgwy3zpUsthHZFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjdHB7DUMNwyfVXgcBjy9zB9fVjraUEH_JFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEH_Kf6ZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-Dy9C7QRniwe?keywords=dell+inspiron&page=6&dv=desktop&src=search&r=https%3A%2F%2Fwww.tokopedia.com%2Freal789best%2Flaptop-dell-latitude-e7250-core-i5-gen-5-ram-8gb-ssd-256gb-12-5inch%3Fsrc%3Dtopads&ob=23&t=desktop&management_type=1&is_search=1,25-01-2021,1
DELL XPS 13 9360 core i5 7200u + ssd 256gb + ddr4 8gb + Touch +garansi,10.500.000,Jakarta Pusat,5,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEosJ76_yNop1DUMVj9RzNrc1i6sJDUSC5rfB7q3YXUst7bm-7q3OBUsthosJho_1O6_J7bm-srcHi6sHOHmFiy3zwrfo5rM1i6sJFH_jXHA1F6ZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1pzE_7zSoJYJgpzvzcr7_7zSoJYJgpz-q9P23_oZ8uKp_Mhg3J2ky1o-ojBkyRuvuJ7a_BzCH7Y1__-6uJJp_OzoHjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Qu1h_S2Vo1OEqpoHuO2t_MOzPJNIz_zqq_n73MOz81h1z_zguV2D332VHV2Jz_Cv17BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PE3I2oo1YJZsxMzRPNyjrNHfgU8IoouRxfgAod6cHp1Sz-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoqMod_c2z8jOEyR26zcHa_S2s8jN1u3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z9BvzVuO_uz-oJY1u_-6qMDa_92uo1O_Zsjibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-5uuuZ1pz71jxMQ3hEPOuj8SCdZOYu3VYvP3upHRgdqcWFoVxkHIC-usVbgfzBe1Ye6u21H1rOeRg0g1-E1AuXr9zw8JYoP1oy39-7_sBb_p-FZu1FZVzaguBA3cYaH71Rq3-p3Iuf_M-o6cPyrVuZPBgW61P0HVoZe7Pcr74fomUDUMVDgaUEUMVDPVY0g9BRQR-j9R-BgiUDUMNOQ3-BrBY5gBYxgIHi6sJhbm-XP3Oig9-wy3zp9R-BrZUEHsnDUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUsthH_nDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsthHpepHaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-drIHiwe?src=search&is_search=1&ob=23&management_type=1&t=desktop&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Flockstore%2Fdell-xps-13-9360-core-i5-7200u-ssd-256gb-ddr4-8gb-touch-garansi%3Fsrc%3Dtopads&keywords=dell+inspiron&page=6,25-01-2021,1
Dell inspiron 3467 ci3 7020|i3-7020U/4GB/1TB/INTEL HD/WIN 10/DVDRW - H,7.500.000,Jakarta Barat,1,https://www.tokopedia.com/4pnshop/dell-inspiron-3467-ci3-7020-i3-7020u-4gb-1tb-intel-hd-win-10-dvdrw-h?whid=0,25-01-2021,1
DELL Inspiron 5490 Intel Core i7-10510U/12GB/512GB SSD/VGA 2GB/W10HSL,15.550.000,Jakarta Pusat,1,https://www.tokopedia.com/bestechno88/dell-inspiron-5490-intel-core-i7-10510u-12gb-512gb-ssd-vga-2gb-w10hsl?whid=0,25-01-2021,1
Dell inspiron G7 7588 i7-8750U|8GB|1TB+128SSD|VGA|Win 10,18.550.000,Jakarta Pusat,1,https://www.tokopedia.com/youtech/dell-inspiron-g7-7588-i7-8750u-8gb-1tb-128ssd-vga-win-10?whid=0,25-01-2021,1
Dell Inspiron 3593 Intel Core I3-1005G1 8GB 256GB SSD WIN10HSL 1YR,7.700.000,Jakarta Pusat,1,https://www.tokopedia.com/intechnusasolusi/dell-inspiron-3593-intel-core-i3-1005g1-8gb-256gb-ssd-win10hsl-1yr?whid=0,25-01-2021,1
Laptop Dell Inspiron 15 3581 I3-7020U 4GB 1TB DVDRW WIN10HSL,7.000.000,Jakarta Pusat,1,https://www.tokopedia.com/cn-com/laptop-dell-inspiron-15-3581-i3-7020u-4gb-1tb-dvdrw-win10hsl?whid=0,25-01-2021,1
DELL Inspiron 7472 i5-8250U|16GB|128GB+1TB|VGA|Win 10 Home,14.800.000,Jakarta Pusat,1,https://www.tokopedia.com/youtech/dell-inspiron-7472-i5-8250u-16gb-128gb-1tb-vga-win-10-home?whid=0,25-01-2021,1
PC AIO DELL Inspiron 5400-I7-1165G7 8GB 1TB +SSD256GB VGA Win10Home,13.800.000,Jakarta Pusat,2,https://www.tokopedia.com/data-online/pc-aio-dell-inspiron-5400-i7-1165g7-8gb-1tb-ssd256gb-vga-win10home?whid=0,25-01-2021,1
LAPTOP DELL INSPIRON I7-7700HQ 8GB 128 SSD,11.500.000,Kab. Bandung,4,https://www.tokopedia.com/inrk/laptop-dell-inspiron-i7-7700hq-8gb-128-ssd?whid=0,25-01-2021,1
DELL INSPIRON AIO 5477 (i5-8400/8GB/2TB/GTX1050 4GB/W10),16.099.999,Jakarta Pusat,1,https://www.tokopedia.com/miemiamie/dell-inspiron-aio-5477-i5-8400-8gb-2tb-gtx1050-4gb-w10?whid=0,25-01-2021,1
Laptop DELL Inspiron 5505 Ryzen 5 4500U 8GB 256GB Vega 6 W10+OHS2019,9.899.000,Surabaya,1,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6A1Oopjpo_eDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthbm-7q3OBUsthosJhos1OHpy7bm-srcHi6seFHmFiy3zwrfo5rM1i6sJao_jXH_H76mFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBo1peh_S2So1NJyR26qMrF_32VP7N1Z_o-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk39uvzVBN_S2zH1OJqpzozJ7O_32VHjB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-QuBd332-oJNI3_-HuJOd_7z-PJNJz_-qepV2392V8Jh9z92qu72k3_-qq7Okqc2oq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PE3I2oo1YJZsxMzRPNyjrNHfgU8IoouRxfgAod6V1Fujx1uugvujyNzBz0gc-GHB-DyjPRgfV9o92szfhNysU7QBxy8AxuHVgUuVu3_Ogc6121qO-iZs-ZQc-IPfPxupuEy7PD83UaocNy3IKdy_o6QVtp8AxsHO-7Z3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_32so1hkZ_-vzJ1F_S20P7O13_uozVJFZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_32sH1hkZ_zozcrp_Oz081OJZ_Vo8jjaZ3dFvZUDUSupg9-wq3ei6iUFUiFiy3hSUstirRzW9fWpg3PwQAowQA-wQAJibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjdHB7DUMNwyfVXgcBjy9zB9fVjraUE6_UDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstdHsnpbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6_KaUiFiHpjdoiUDUsHN6AjibmU7HAndUiFiHpKOom-Pwe?dv=desktop&is_search=1&src=search&page=1&management_type=1&keywords=dell+inspiron&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fberincom%2Flaptop-dell-inspiron-5505-ryzen-5-4500u-8gb-256gb-vega-6-w10-ohs2019%3Fsrc%3Dtopads&ob=23,26-01-2021,1
Dell XPS 13 7390 2in1 4K UHD Touch i7 1065G7 16GB 512ssd W10 13.4,21.599.000,Jakarta Selatan,1,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6AjaHA17oArDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthbm-7q3OBUsthosJhos1OHprfbm-srcHi6seFHmFiy3zwrfo5rM1i6sUd6mdhosKOoZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z_zHqBjO_BzgH1Okz_oo8MWd_92CHJONZ9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq12t_jzz81NJ1_o6epnO_92tq1h119PvzVB733OV8uBNHIBqzO-23uPgHjOWZMxgqjO2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12p_3OdPMep8AxizJNM_920oJYy8AxizJgpysoj6cgU_sCi17BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjjh_Sj7H1Oke_z68j77_Ozz8JOE1_z-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqBjh_c2VP7NJ1_V6zVVd_OzC8jNkyp--QsnYUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiZjNR83jfHICzqSKRZ7PB13YvQA1fz_PigIz5qpKWQ92R6AeF_j2SgJNi6coxyjNR3JhAo9CVqczN3ZOSzIuNy7-AHRoVZVuh1VYUqsVD3sUf11gRyOPNoMepQ34N69g7Qp-2qSU7b1O-HM-a6I-D6I-ZqJz5P11aZ3u5qjKpyRJibm-xQcri6i-xQIzwqfuNPfYagVYag3yibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjd6u7DUMNwyfVXgcBjy9zB9fVjraUE6_UDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUst7osjOoaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-drIHiwe?dv=desktop&src=search&is_search=1&management_type=1&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fbestcomp46%2Fdell-xps-13-7390-2in1-4k-uhd-touch-i7-1065g7-16gb-512ssd-w10-13-4%3Fsrc%3Dtopads&ob=23&keywords=dell+inspiron&page=2,26-01-2021,1
Dell XPS 13 7390 2in1 X360 i7 1065G 16GB 256ssd W10 13.4FHD Black,19.499.000,Jakarta Utara,13,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEo_U7oA1fo_HDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstabm-7q3OBUsthosJhos1OHprfbm-srcHi6s1NHmFiy3zwrfo5rM1i6sUN6Zd76AedHaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoepeO_jzVo1O1u9BoqMHa_320H1O1_92-q9P23_oZ8uKp_Mhg3J2ky1o-ojBk19uozVVR_jzCHJOJ19P6zJJF_1zz8JB2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Q11F_jz-HJNJypCHucWE_7P-PJNJe_z6q_V23uzGqjh1ZMWqz72t3M2g8uBWzMBo81BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PNyjrNHfgU8IooH_xE_OzSo3gU8IoouRxfgAod6cHp1Sz-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoqMoR_c2V81NE1_-oqjjF_7zSP7Nke_o-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMHh_c2u8JN1e9PvuVjO_uzCo1OJ33BM1_7YUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiZjNR83jfHICzqSKRZ7PB13YvQA1fz_PigIz5qpKWQ92R6AeF_j2SgJNi6coxyjNR3JhAo9CVqczN3ZOSzIuNy7-AHRoVZVuh1VYUqsVD3sUf11gRyOPNoMepQ34N69g7Qp-2qSU7b1O-HM-a6I-D6I-ZqJz5P11aZ3u5qjKpyRJibm-xQcri6i-xQIzwqfuNPfYagVYag3yibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjd6u7DUMNwyfVXgcBjy9zB9fVjraUE6_UDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsth6Ar7oZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpjdHiUDUsHN6AyibmUp6_KNUiFioAnF6mUDUsHdo_ei9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-drIHiwe?is_search=1&page=2&management_type=1&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Flaptopgaming%2Fdell-xps-13-7390-2in1-x360-i7-1065g-16gb-256ssd-w10-13-4fhd-black%3Fsrc%3Dtopads&ob=23&t=desktop&src=search&keywords=dell+inspiron,26-01-2021,1
